sheet_index,prefecture_code,prefecture_name_jp,prefecture_name_en,year,variable,value
16,16,富 山 県,Toyama-ken,2005,3.1.2 JHS students per teacher,14.53
17,16,富 山 県,Toyama-ken,2005,3.1.3 SHS students per teacher,12.72
18,16,富 山 県,Toyama-ken,2005,3.1.4 Kindergarten pupils p.t.,12.05
19,16,富 山 県,Toyama-ken,2005,3.1.5 Day nursery pupils (p.n.),8.37
20,16,富 山 県,Toyama-ken,2005,3.2.1 Ratio of public SHS  ,79.7
21,16,富 山 県,Toyama-ken,2005,3.2.2 Public kinderga. ratio,21
22,16,富 山 県,Toyama-ken,2005,3.2.3 Public day nurse. ratio,66.1
23,16,富 山 県,Toyama-ken,2005,3.3.1 ES pupils ,24.8
24,16,富 山 県,Toyama-ken,2005,3.3.2 JHS students,31.8
25,16,富 山 県,Toyama-ken,2005,4.1.1 Junior colleges ,0.36
26,16,富 山 県,Toyama-ken,2005,4.1.2 Colleges and universities,0.54
27,16,富 山 県,Toyama-ken,2005,4.2.1 Junior entrance cap. ind.,75.4
28,16,富 山 県,Toyama-ken,2005,4.2.2 Uni. entrance cap. ind.,54.8
29,16,富 山 県,Toyama-ken,2005,4.3.1 Nat. colle. stud. ratio,78.9
30,16,富 山 県,Toyama-ken,2005,4.3.2 Pub. colle. stud. ratio,7.3
31,16,富 山 県,Toyama-ken,2005,4.3.3 Priv. colle. stud. ratio,13.8
32,16,富 山 県,Toyama-ken,2005,5.1.1 Speciality schools ,3.15
33,16,富 山 県,Toyama-ken,2005,5.1.2 Miscellaneous schools,3.33
34,16,富 山 県,Toyama-ken,2005,5.2.1 Students Specia. Schools,3.4
35,16,富 山 県,Toyama-ken,2005,5.2.2 Students Misc. Schools,2.6
36,16,富 山 県,Toyama-ken,2005,6.1.1 Ed. Diff. Rate Kind.,30
37,16,富 山 県,Toyama-ken,2005,6.1.2 Ed. Diff. Rate Nurs.,68.6
38,16,富 山 県,Toyama-ken,2005,6.2.1 Nurse. working rate ,98.2
39,16,富 山 県,Toyama-ken,2005,6.3.1 ES absentees ratio,6.97
40,16,富 山 県,Toyama-ken,2005,6.3.2 JHS absentees ratio,29.11
41,16,富 山 県,Toyama-ken,2005,6.3.3 ES absentees ratio dis.,2.1
42,16,富 山 県,Toyama-ken,2005,6.3.4 JHS absentees ratio dis.,2.4
43,16,富 山 県,Toyama-ken,2005,6.3.5 ES absentees ratio ref.,3.01
44,16,富 山 県,Toyama-ken,2005,6.3.6 JSH absentees ratio ref.,25.23
45,16,富 山 県,Toyama-ken,2005,6.4.1 JHS Grads to Further Ed.,98.2
46,16,富 山 県,Toyama-ken,2005,6.4.2 SHS Grads to Further Ed.,51.4
47,16,富 山 県,Toyama-ken,2005,6.5.1 HS Grads to Uni same pref,17.4
48,16,富 山 県,Toyama-ken,2005,6.6.1 Ratio Elem-Jr High Grads,NA
49,16,富 山 県,Toyama-ken,2005,6.6.2 Ratio SHS Completers,NA
50,16,富 山 県,Toyama-ken,2005,6.6.3 Ratio JC Completers,NA
51,16,富 山 県,Toyama-ken,2005,6.6.4 College-Uni comple. ratio,NA
52,16,富 山 県,Toyama-ken,2005,7.1.1 ES ed exp,1058046
53,16,富 山 県,Toyama-ken,2005,7.1.2 Junior HS ed exp,959127
54,16,富 山 県,Toyama-ken,2005,7.1.3 HS educ exp,1189491
55,16,富 山 県,Toyama-ken,2005,7.1.4 Kindergarten ed exp,1094026
1,16,富 山 県,Toyama-ken,2006,1.1.1 Elementary schools ,NA
2,16,富 山 県,Toyama-ken,2006,1.1.2 Junior high schools ,NA
3,16,富 山 県,Toyama-ken,2006,1.1.3 Senior high schools,NA
4,16,富 山 県,Toyama-ken,2006,1.1.4 Kindergartens ,NA
5,16,富 山 県,Toyama-ken,2006,1.1.5 Day nurseries ,NA
7,16,富 山 県,Toyama-ken,2006,1.2.1 Elementary schools area,NA
8,16,富 山 県,Toyama-ken,2006,1.2.2 Junior HS area,NA
9,16,富 山 県,Toyama-ken,2006,1.2.3 Senior HS area,NA
10,16,富 山 県,Toyama-ken,2006,1.3.1 Ratio public senior HS,NA
11,16,富 山 県,Toyama-ken,2006,1.3.2 Ratio public kindergarten,NA
12,16,富 山 県,Toyama-ken,2006,1.3.3 Ratio public day nurse.,NA
13,16,富 山 県,Toyama-ken,2006,2.1.1 ES female teachers ratio,NA
14,16,富 山 県,Toyama-ken,2006,2.1.2 JHS female teachers ratio,NA
15,16,富 山 県,Toyama-ken,2006,3.1.1 ES pupils per teacher,NA
16,16,富 山 県,Toyama-ken,2006,3.1.2 JHS students per teacher,NA
17,16,富 山 県,Toyama-ken,2006,3.1.3 SHS students per teacher,NA
18,16,富 山 県,Toyama-ken,2006,3.1.4 Kindergarten pupils p.t.,NA
19,16,富 山 県,Toyama-ken,2006,3.1.5 Day nursery pupils (p.n.),NA
20,16,富 山 県,Toyama-ken,2006,3.2.1 Ratio of public SHS  ,NA
21,16,富 山 県,Toyama-ken,2006,3.2.2 Public kinderga. ratio,NA
22,16,富 山 県,Toyama-ken,2006,3.2.3 Public day nurse. ratio,NA
23,16,富 山 県,Toyama-ken,2006,3.3.1 ES pupils ,NA
24,16,富 山 県,Toyama-ken,2006,3.3.2 JHS students,NA
25,16,富 山 県,Toyama-ken,2006,4.1.1 Junior colleges ,NA
26,16,富 山 県,Toyama-ken,2006,4.1.2 Colleges and universities,NA
27,16,富 山 県,Toyama-ken,2006,4.2.1 Junior entrance cap. ind.,NA
28,16,富 山 県,Toyama-ken,2006,4.2.2 Uni. entrance cap. ind.,NA
29,16,富 山 県,Toyama-ken,2006,4.3.1 Nat. colle. stud. ratio,NA
30,16,富 山 県,Toyama-ken,2006,4.3.2 Pub. colle. stud. ratio,NA
31,16,富 山 県,Toyama-ken,2006,4.3.3 Priv. colle. stud. ratio,NA
32,16,富 山 県,Toyama-ken,2006,5.1.1 Speciality schools ,NA
33,16,富 山 県,Toyama-ken,2006,5.1.2 Miscellaneous schools,NA
34,16,富 山 県,Toyama-ken,2006,5.2.1 Students Specia. Schools,NA
35,16,富 山 県,Toyama-ken,2006,5.2.2 Students Misc. Schools,NA
36,16,富 山 県,Toyama-ken,2006,6.1.1 Ed. Diff. Rate Kind.,NA
37,16,富 山 県,Toyama-ken,2006,6.1.2 Ed. Diff. Rate Nurs.,NA
38,16,富 山 県,Toyama-ken,2006,6.2.1 Nurse. working rate ,NA
39,16,富 山 県,Toyama-ken,2006,6.3.1 ES absentees ratio,NA
40,16,富 山 県,Toyama-ken,2006,6.3.2 JHS absentees ratio,NA
41,16,富 山 県,Toyama-ken,2006,6.3.3 ES absentees ratio dis.,NA
42,16,富 山 県,Toyama-ken,2006,6.3.4 JHS absentees ratio dis.,NA
43,16,富 山 県,Toyama-ken,2006,6.3.5 ES absentees ratio ref.,NA
44,16,富 山 県,Toyama-ken,2006,6.3.6 JSH absentees ratio ref.,NA
45,16,富 山 県,Toyama-ken,2006,6.4.1 JHS Grads to Further Ed.,NA
46,16,富 山 県,Toyama-ken,2006,6.4.2 SHS Grads to Further Ed.,NA
47,16,富 山 県,Toyama-ken,2006,6.5.1 HS Grads to Uni same pref,NA
48,16,富 山 県,Toyama-ken,2006,6.6.1 Ratio Elem-Jr High Grads,NA
49,16,富 山 県,Toyama-ken,2006,6.6.2 Ratio SHS Completers,NA
50,16,富 山 県,Toyama-ken,2006,6.6.3 Ratio JC Completers,NA
51,16,富 山 県,Toyama-ken,2006,6.6.4 College-Uni comple. ratio,NA
52,16,富 山 県,Toyama-ken,2006,7.1.1 ES ed exp,NA
53,16,富 山 県,Toyama-ken,2006,7.1.2 Junior HS ed exp,NA
54,16,富 山 県,Toyama-ken,2006,7.1.3 HS educ exp,NA
55,16,富 山 県,Toyama-ken,2006,7.1.4 Kindergarten ed exp,NA
1,16,富 山 県,Toyama-ken,2007,1.1.1 Elementary schools ,NA
2,16,富 山 県,Toyama-ken,2007,1.1.2 Junior high schools ,NA
3,16,富 山 県,Toyama-ken,2007,1.1.3 Senior high schools,NA
4,16,富 山 県,Toyama-ken,2007,1.1.4 Kindergartens ,NA
5,16,富 山 県,Toyama-ken,2007,1.1.5 Day nurseries ,NA
7,16,富 山 県,Toyama-ken,2007,1.2.1 Elementary schools area,NA
8,16,富 山 県,Toyama-ken,2007,1.2.2 Junior HS area,NA
9,16,富 山 県,Toyama-ken,2007,1.2.3 Senior HS area,NA
10,16,富 山 県,Toyama-ken,2007,1.3.1 Ratio public senior HS,NA
11,16,富 山 県,Toyama-ken,2007,1.3.2 Ratio public kindergarten,NA
12,16,富 山 県,Toyama-ken,2007,1.3.3 Ratio public day nurse.,NA
13,16,富 山 県,Toyama-ken,2007,2.1.1 ES female teachers ratio,NA
14,16,富 山 県,Toyama-ken,2007,2.1.2 JHS female teachers ratio,NA
15,16,富 山 県,Toyama-ken,2007,3.1.1 ES pupils per teacher,NA
16,16,富 山 県,Toyama-ken,2007,3.1.2 JHS students per teacher,NA
17,16,富 山 県,Toyama-ken,2007,3.1.3 SHS students per teacher,NA
18,16,富 山 県,Toyama-ken,2007,3.1.4 Kindergarten pupils p.t.,NA
19,16,富 山 県,Toyama-ken,2007,3.1.5 Day nursery pupils (p.n.),NA
20,16,富 山 県,Toyama-ken,2007,3.2.1 Ratio of public SHS  ,NA
21,16,富 山 県,Toyama-ken,2007,3.2.2 Public kinderga. ratio,NA
22,16,富 山 県,Toyama-ken,2007,3.2.3 Public day nurse. ratio,NA
23,16,富 山 県,Toyama-ken,2007,3.3.1 ES pupils ,NA
24,16,富 山 県,Toyama-ken,2007,3.3.2 JHS students,NA
25,16,富 山 県,Toyama-ken,2007,4.1.1 Junior colleges ,NA
26,16,富 山 県,Toyama-ken,2007,4.1.2 Colleges and universities,NA
27,16,富 山 県,Toyama-ken,2007,4.2.1 Junior entrance cap. ind.,NA
28,16,富 山 県,Toyama-ken,2007,4.2.2 Uni. entrance cap. ind.,NA
29,16,富 山 県,Toyama-ken,2007,4.3.1 Nat. colle. stud. ratio,NA
30,16,富 山 県,Toyama-ken,2007,4.3.2 Pub. colle. stud. ratio,NA
31,16,富 山 県,Toyama-ken,2007,4.3.3 Priv. colle. stud. ratio,NA
32,16,富 山 県,Toyama-ken,2007,5.1.1 Speciality schools ,NA
33,16,富 山 県,Toyama-ken,2007,5.1.2 Miscellaneous schools,NA
34,16,富 山 県,Toyama-ken,2007,5.2.1 Students Specia. Schools,NA
35,16,富 山 県,Toyama-ken,2007,5.2.2 Students Misc. Schools,NA
36,16,富 山 県,Toyama-ken,2007,6.1.1 Ed. Diff. Rate Kind.,NA
37,16,富 山 県,Toyama-ken,2007,6.1.2 Ed. Diff. Rate Nurs.,NA
38,16,富 山 県,Toyama-ken,2007,6.2.1 Nurse. working rate ,NA
39,16,富 山 県,Toyama-ken,2007,6.3.1 ES absentees ratio,NA
40,16,富 山 県,Toyama-ken,2007,6.3.2 JHS absentees ratio,NA
41,16,富 山 県,Toyama-ken,2007,6.3.3 ES absentees ratio dis.,NA
42,16,富 山 県,Toyama-ken,2007,6.3.4 JHS absentees ratio dis.,NA
43,16,富 山 県,Toyama-ken,2007,6.3.5 ES absentees ratio ref.,NA
44,16,富 山 県,Toyama-ken,2007,6.3.6 JSH absentees ratio ref.,NA
45,16,富 山 県,Toyama-ken,2007,6.4.1 JHS Grads to Further Ed.,NA
46,16,富 山 県,Toyama-ken,2007,6.4.2 SHS Grads to Further Ed.,NA
47,16,富 山 県,Toyama-ken,2007,6.5.1 HS Grads to Uni same pref,NA
48,16,富 山 県,Toyama-ken,2007,6.6.1 Ratio Elem-Jr High Grads,NA
49,16,富 山 県,Toyama-ken,2007,6.6.2 Ratio SHS Completers,NA
50,16,富 山 県,Toyama-ken,2007,6.6.3 Ratio JC Completers,NA
51,16,富 山 県,Toyama-ken,2007,6.6.4 College-Uni comple. ratio,NA
52,16,富 山 県,Toyama-ken,2007,7.1.1 ES ed exp,NA
53,16,富 山 県,Toyama-ken,2007,7.1.2 Junior HS ed exp,NA
54,16,富 山 県,Toyama-ken,2007,7.1.3 HS educ exp,NA
55,16,富 山 県,Toyama-ken,2007,7.1.4 Kindergarten ed exp,NA
1,16,富 山 県,Toyama-ken,2008,1.1.1 Elementary schools ,NA
2,16,富 山 県,Toyama-ken,2008,1.1.2 Junior high schools ,NA
3,16,富 山 県,Toyama-ken,2008,1.1.3 Senior high schools,NA
4,16,富 山 県,Toyama-ken,2008,1.1.4 Kindergartens ,NA
5,16,富 山 県,Toyama-ken,2008,1.1.5 Day nurseries ,NA
7,16,富 山 県,Toyama-ken,2008,1.2.1 Elementary schools area,NA
8,16,富 山 県,Toyama-ken,2008,1.2.2 Junior HS area,NA
9,16,富 山 県,Toyama-ken,2008,1.2.3 Senior HS area,NA
10,16,富 山 県,Toyama-ken,2008,1.3.1 Ratio public senior HS,NA
11,16,富 山 県,Toyama-ken,2008,1.3.2 Ratio public kindergarten,NA
12,16,富 山 県,Toyama-ken,2008,1.3.3 Ratio public day nurse.,NA
13,16,富 山 県,Toyama-ken,2008,2.1.1 ES female teachers ratio,NA
14,16,富 山 県,Toyama-ken,2008,2.1.2 JHS female teachers ratio,NA
15,16,富 山 県,Toyama-ken,2008,3.1.1 ES pupils per teacher,NA
16,16,富 山 県,Toyama-ken,2008,3.1.2 JHS students per teacher,NA
17,16,富 山 県,Toyama-ken,2008,3.1.3 SHS students per teacher,NA
18,16,富 山 県,Toyama-ken,2008,3.1.4 Kindergarten pupils p.t.,NA
19,16,富 山 県,Toyama-ken,2008,3.1.5 Day nursery pupils (p.n.),NA
20,16,富 山 県,Toyama-ken,2008,3.2.1 Ratio of public SHS  ,NA
21,16,富 山 県,Toyama-ken,2008,3.2.2 Public kinderga. ratio,NA
22,16,富 山 県,Toyama-ken,2008,3.2.3 Public day nurse. ratio,NA
23,16,富 山 県,Toyama-ken,2008,3.3.1 ES pupils ,NA
24,16,富 山 県,Toyama-ken,2008,3.3.2 JHS students,NA
25,16,富 山 県,Toyama-ken,2008,4.1.1 Junior colleges ,NA
26,16,富 山 県,Toyama-ken,2008,4.1.2 Colleges and universities,NA
27,16,富 山 県,Toyama-ken,2008,4.2.1 Junior entrance cap. ind.,NA
28,16,富 山 県,Toyama-ken,2008,4.2.2 Uni. entrance cap. ind.,NA
29,16,富 山 県,Toyama-ken,2008,4.3.1 Nat. colle. stud. ratio,NA
30,16,富 山 県,Toyama-ken,2008,4.3.2 Pub. colle. stud. ratio,NA
31,16,富 山 県,Toyama-ken,2008,4.3.3 Priv. colle. stud. ratio,NA
32,16,富 山 県,Toyama-ken,2008,5.1.1 Speciality schools ,NA
33,16,富 山 県,Toyama-ken,2008,5.1.2 Miscellaneous schools,NA
34,16,富 山 県,Toyama-ken,2008,5.2.1 Students Specia. Schools,NA
35,16,富 山 県,Toyama-ken,2008,5.2.2 Students Misc. Schools,NA
36,16,富 山 県,Toyama-ken,2008,6.1.1 Ed. Diff. Rate Kind.,NA
37,16,富 山 県,Toyama-ken,2008,6.1.2 Ed. Diff. Rate Nurs.,NA
38,16,富 山 県,Toyama-ken,2008,6.2.1 Nurse. working rate ,NA
39,16,富 山 県,Toyama-ken,2008,6.3.1 ES absentees ratio,NA
40,16,富 山 県,Toyama-ken,2008,6.3.2 JHS absentees ratio,NA
41,16,富 山 県,Toyama-ken,2008,6.3.3 ES absentees ratio dis.,NA
42,16,富 山 県,Toyama-ken,2008,6.3.4 JHS absentees ratio dis.,NA
43,16,富 山 県,Toyama-ken,2008,6.3.5 ES absentees ratio ref.,NA
44,16,富 山 県,Toyama-ken,2008,6.3.6 JSH absentees ratio ref.,NA
45,16,富 山 県,Toyama-ken,2008,6.4.1 JHS Grads to Further Ed.,NA
46,16,富 山 県,Toyama-ken,2008,6.4.2 SHS Grads to Further Ed.,NA
47,16,富 山 県,Toyama-ken,2008,6.5.1 HS Grads to Uni same pref,NA
48,16,富 山 県,Toyama-ken,2008,6.6.1 Ratio Elem-Jr High Grads,NA
49,16,富 山 県,Toyama-ken,2008,6.6.2 Ratio SHS Completers,NA
50,16,富 山 県,Toyama-ken,2008,6.6.3 Ratio JC Completers,NA
51,16,富 山 県,Toyama-ken,2008,6.6.4 College-Uni comple. ratio,NA
52,16,富 山 県,Toyama-ken,2008,7.1.1 ES ed exp,NA
53,16,富 山 県,Toyama-ken,2008,7.1.2 Junior HS ed exp,NA
54,16,富 山 県,Toyama-ken,2008,7.1.3 HS educ exp,NA
55,16,富 山 県,Toyama-ken,2008,7.1.4 Kindergarten ed exp,NA
1,16,富 山 県,Toyama-ken,2009,1.1.1 Elementary schools ,NA
2,16,富 山 県,Toyama-ken,2009,1.1.2 Junior high schools ,NA
3,16,富 山 県,Toyama-ken,2009,1.1.3 Senior high schools,NA
4,16,富 山 県,Toyama-ken,2009,1.1.4 Kindergartens ,NA
5,16,富 山 県,Toyama-ken,2009,1.1.5 Day nurseries ,NA
7,16,富 山 県,Toyama-ken,2009,1.2.1 Elementary schools area,NA
8,16,富 山 県,Toyama-ken,2009,1.2.2 Junior HS area,NA
9,16,富 山 県,Toyama-ken,2009,1.2.3 Senior HS area,NA
10,16,富 山 県,Toyama-ken,2009,1.3.1 Ratio public senior HS,NA
11,16,富 山 県,Toyama-ken,2009,1.3.2 Ratio public kindergarten,NA
12,16,富 山 県,Toyama-ken,2009,1.3.3 Ratio public day nurse.,NA
13,16,富 山 県,Toyama-ken,2009,2.1.1 ES female teachers ratio,NA
14,16,富 山 県,Toyama-ken,2009,2.1.2 JHS female teachers ratio,NA
15,16,富 山 県,Toyama-ken,2009,3.1.1 ES pupils per teacher,NA
16,16,富 山 県,Toyama-ken,2009,3.1.2 JHS students per teacher,NA
17,16,富 山 県,Toyama-ken,2009,3.1.3 SHS students per teacher,NA
18,16,富 山 県,Toyama-ken,2009,3.1.4 Kindergarten pupils p.t.,NA
19,16,富 山 県,Toyama-ken,2009,3.1.5 Day nursery pupils (p.n.),NA
20,16,富 山 県,Toyama-ken,2009,3.2.1 Ratio of public SHS  ,NA
21,16,富 山 県,Toyama-ken,2009,3.2.2 Public kinderga. ratio,NA
22,16,富 山 県,Toyama-ken,2009,3.2.3 Public day nurse. ratio,NA
23,16,富 山 県,Toyama-ken,2009,3.3.1 ES pupils ,NA
24,16,富 山 県,Toyama-ken,2009,3.3.2 JHS students,NA
25,16,富 山 県,Toyama-ken,2009,4.1.1 Junior colleges ,NA
26,16,富 山 県,Toyama-ken,2009,4.1.2 Colleges and universities,NA
27,16,富 山 県,Toyama-ken,2009,4.2.1 Junior entrance cap. ind.,NA
28,16,富 山 県,Toyama-ken,2009,4.2.2 Uni. entrance cap. ind.,NA
29,16,富 山 県,Toyama-ken,2009,4.3.1 Nat. colle. stud. ratio,NA
30,16,富 山 県,Toyama-ken,2009,4.3.2 Pub. colle. stud. ratio,NA
31,16,富 山 県,Toyama-ken,2009,4.3.3 Priv. colle. stud. ratio,NA
32,16,富 山 県,Toyama-ken,2009,5.1.1 Speciality schools ,NA
33,16,富 山 県,Toyama-ken,2009,5.1.2 Miscellaneous schools,NA
34,16,富 山 県,Toyama-ken,2009,5.2.1 Students Specia. Schools,NA
35,16,富 山 県,Toyama-ken,2009,5.2.2 Students Misc. Schools,NA
36,16,富 山 県,Toyama-ken,2009,6.1.1 Ed. Diff. Rate Kind.,NA
37,16,富 山 県,Toyama-ken,2009,6.1.2 Ed. Diff. Rate Nurs.,NA
38,16,富 山 県,Toyama-ken,2009,6.2.1 Nurse. working rate ,NA
39,16,富 山 県,Toyama-ken,2009,6.3.1 ES absentees ratio,NA
40,16,富 山 県,Toyama-ken,2009,6.3.2 JHS absentees ratio,NA
41,16,富 山 県,Toyama-ken,2009,6.3.3 ES absentees ratio dis.,NA
42,16,富 山 県,Toyama-ken,2009,6.3.4 JHS absentees ratio dis.,NA
43,16,富 山 県,Toyama-ken,2009,6.3.5 ES absentees ratio ref.,NA
44,16,富 山 県,Toyama-ken,2009,6.3.6 JSH absentees ratio ref.,NA
45,16,富 山 県,Toyama-ken,2009,6.4.1 JHS Grads to Further Ed.,NA
46,16,富 山 県,Toyama-ken,2009,6.4.2 SHS Grads to Further Ed.,NA
47,16,富 山 県,Toyama-ken,2009,6.5.1 HS Grads to Uni same pref,NA
48,16,富 山 県,Toyama-ken,2009,6.6.1 Ratio Elem-Jr High Grads,NA
49,16,富 山 県,Toyama-ken,2009,6.6.2 Ratio SHS Completers,NA
50,16,富 山 県,Toyama-ken,2009,6.6.3 Ratio JC Completers,NA
51,16,富 山 県,Toyama-ken,2009,6.6.4 College-Uni comple. ratio,NA
52,16,富 山 県,Toyama-ken,2009,7.1.1 ES ed exp,NA
53,16,富 山 県,Toyama-ken,2009,7.1.2 Junior HS ed exp,NA
54,16,富 山 県,Toyama-ken,2009,7.1.3 HS educ exp,NA
55,16,富 山 県,Toyama-ken,2009,7.1.4 Kindergarten ed exp,NA
1,16,富 山 県,Toyama-ken,2010,1.1.1 Elementary schools ,341.2
2,16,富 山 県,Toyama-ken,2010,1.1.2 Junior high schools ,270.2
3,16,富 山 県,Toyama-ken,2010,1.1.3 Senior high schools,197.1
4,16,富 山 県,Toyama-ken,2010,1.1.4 Kindergartens ,353.9
5,16,富 山 県,Toyama-ken,2010,1.1.5 Day nurseries ,562.6
7,16,富 山 県,Toyama-ken,2010,1.2.1 Elementary schools area,10.96
8,16,富 山 県,Toyama-ken,2010,1.2.2 Junior HS area,4.48
9,16,富 山 県,Toyama-ken,2010,1.2.3 Senior HS area,3.29
10,16,富 山 県,Toyama-ken,2010,1.3.1 Ratio public senior HS,83.6
11,16,富 山 県,Toyama-ken,2010,1.3.2 Ratio public kindergarten,35.1
12,16,富 山 県,Toyama-ken,2010,1.3.3 Ratio public day nurse.,62.2
13,16,富 山 県,Toyama-ken,2010,2.1.1 ES female teachers ratio,68.2
14,16,富 山 県,Toyama-ken,2010,2.1.2 JHS female teachers ratio,48
15,16,富 山 県,Toyama-ken,2010,3.1.1 ES pupils per teacher,16.18
16,16,富 山 県,Toyama-ken,2010,3.1.2 JHS students per teacher,14.14
17,16,富 山 県,Toyama-ken,2010,3.1.3 SHS students per teacher,12.22
18,16,富 山 県,Toyama-ken,2010,3.1.4 Kindergarten pupils p.t.,11.26
19,16,富 山 県,Toyama-ken,2010,3.1.5 Day nursery pupils (p.n.),7.32
20,16,富 山 県,Toyama-ken,2010,3.2.1 Ratio of public SHS  ,79.2
21,16,富 山 県,Toyama-ken,2010,3.2.2 Public kinderga. ratio,21.6
22,16,富 山 県,Toyama-ken,2010,3.2.3 Public day nurse. ratio,49.2
23,16,富 山 県,Toyama-ken,2010,3.3.1 ES pupils ,24.6
24,16,富 山 県,Toyama-ken,2010,3.3.2 JHS students,30.1
25,16,富 山 県,Toyama-ken,2010,4.1.1 Junior colleges ,0.27
26,16,富 山 県,Toyama-ken,2010,4.1.2 Colleges and universities,0.46
27,16,富 山 県,Toyama-ken,2010,4.2.1 Junior entrance cap. ind.,74.4
28,16,富 山 県,Toyama-ken,2010,4.2.2 Uni. entrance cap. ind.,59.4
29,16,富 山 県,Toyama-ken,2010,4.3.1 Nat. colle. stud. ratio,80.5
30,16,富 山 県,Toyama-ken,2010,4.3.2 Pub. colle. stud. ratio,9.3
31,16,富 山 県,Toyama-ken,2010,4.3.3 Priv. colle. stud. ratio,10.2
32,16,富 山 県,Toyama-ken,2010,5.1.1 Speciality schools ,2.84
33,16,富 山 県,Toyama-ken,2010,5.1.2 Miscellaneous schools,2.47
34,16,富 山 県,Toyama-ken,2010,5.2.1 Students Specia. Schools,3.1
35,16,富 山 県,Toyama-ken,2010,5.2.2 Students Misc. Schools,2.07
36,16,富 山 県,Toyama-ken,2010,6.1.1 Ed. Diff. Rate Kind.,28.9
37,16,富 山 県,Toyama-ken,2010,6.1.2 Ed. Diff. Rate Nurs.,63.2
38,16,富 山 県,Toyama-ken,2010,6.2.1 Nurse. working rate ,96
39,16,富 山 県,Toyama-ken,2010,6.3.1 ES absentees ratio,6.15
40,16,富 山 県,Toyama-ken,2010,6.3.2 JHS absentees ratio,28.61
41,16,富 山 県,Toyama-ken,2010,6.3.3 ES absentees ratio dis.,1.1
42,16,富 山 県,Toyama-ken,2010,6.3.4 JHS absentees ratio dis.,1.8
43,16,富 山 県,Toyama-ken,2010,6.3.5 ES absentees ratio ref.,3.12
44,16,富 山 県,Toyama-ken,2010,6.3.6 JSH absentees ratio ref.,22.66
45,16,富 山 県,Toyama-ken,2010,6.4.1 JHS Grads to Further Ed.,98.3
46,16,富 山 県,Toyama-ken,2010,6.4.2 SHS Grads to Further Ed.,54.2
47,16,富 山 県,Toyama-ken,2010,6.5.1 HS Grads to Uni same pref,19.5
48,16,富 山 県,Toyama-ken,2010,6.6.1 Ratio Elem-Jr High Grads,20.6
49,16,富 山 県,Toyama-ken,2010,6.6.2 Ratio SHS Completers,44.6
50,16,富 山 県,Toyama-ken,2010,6.6.3 Ratio JC Completers,13.8
51,16,富 山 県,Toyama-ken,2010,6.6.4 College-Uni comple. ratio,15.3
52,16,富 山 県,Toyama-ken,2010,7.1.1 ES ed exp,1032081
53,16,富 山 県,Toyama-ken,2010,7.1.2 Junior HS ed exp,1039294
54,16,富 山 県,Toyama-ken,2010,7.1.3 HS educ exp,1181363
55,16,富 山 県,Toyama-ken,2010,7.1.4 Kindergarten ed exp,907530
1,16,富 山 県,Toyama-ken,2011,1.1.1 Elementary schools ,NA
2,16,富 山 県,Toyama-ken,2011,1.1.2 Junior high schools ,NA
3,16,富 山 県,Toyama-ken,2011,1.1.3 Senior high schools,NA
4,16,富 山 県,Toyama-ken,2011,1.1.4 Kindergartens ,NA
5,16,富 山 県,Toyama-ken,2011,1.1.5 Day nurseries ,568.4
7,16,富 山 県,Toyama-ken,2011,1.2.1 Elementary schools area,NA
8,16,富 山 県,Toyama-ken,2011,1.2.2 Junior HS area,NA
9,16,富 山 県,Toyama-ken,2011,1.2.3 Senior HS area,NA
10,16,富 山 県,Toyama-ken,2011,1.3.1 Ratio public senior HS,NA
11,16,富 山 県,Toyama-ken,2011,1.3.2 Ratio public kindergarten,NA
12,16,富 山 県,Toyama-ken,2011,1.3.3 Ratio public day nurse.,59.9
13,16,富 山 県,Toyama-ken,2011,2.1.1 ES female teachers ratio,NA
14,16,富 山 県,Toyama-ken,2011,2.1.2 JHS female teachers ratio,NA
15,16,富 山 県,Toyama-ken,2011,3.1.1 ES pupils per teacher,NA
16,16,富 山 県,Toyama-ken,2011,3.1.2 JHS students per teacher,NA
17,16,富 山 県,Toyama-ken,2011,3.1.3 SHS students per teacher,NA
18,16,富 山 県,Toyama-ken,2011,3.1.4 Kindergarten pupils p.t.,NA
19,16,富 山 県,Toyama-ken,2011,3.1.5 Day nursery pupils (p.n.),7.4
20,16,富 山 県,Toyama-ken,2011,3.2.1 Ratio of public SHS  ,NA
21,16,富 山 県,Toyama-ken,2011,3.2.2 Public kinderga. ratio,NA
22,16,富 山 県,Toyama-ken,2011,3.2.3 Public day nurse. ratio,46
23,16,富 山 県,Toyama-ken,2011,3.3.1 ES pupils ,NA
24,16,富 山 県,Toyama-ken,2011,3.3.2 JHS students,NA
25,16,富 山 県,Toyama-ken,2011,4.1.1 Junior colleges ,NA
26,16,富 山 県,Toyama-ken,2011,4.1.2 Colleges and universities,NA
27,16,富 山 県,Toyama-ken,2011,4.2.1 Junior entrance cap. ind.,NA
28,16,富 山 県,Toyama-ken,2011,4.2.2 Uni. entrance cap. ind.,NA
29,16,富 山 県,Toyama-ken,2011,4.3.1 Nat. colle. stud. ratio,NA
30,16,富 山 県,Toyama-ken,2011,4.3.2 Pub. colle. stud. ratio,NA
31,16,富 山 県,Toyama-ken,2011,4.3.3 Priv. colle. stud. ratio,NA
32,16,富 山 県,Toyama-ken,2011,5.1.1 Speciality schools ,NA
